ID,label
0,9
1,0
2,8
3,9
4,9
5,8
6,0
7,2
8,8
9,9
10,9
11,1
12,5
13,0
14,1
15,7
16,9
17,1
18,1
19,4
20,8
21,9
22,4
23,3
24,2
25,1
26,9
27,6
28,6
29,4
30,8
31,3
32,7
33,9
34,5
35,6
36,4
37,6
38,4
39,7
40,9
41,3
42,2
43,8
44,6
45,6
46,3
47,2
48,8
49,4
50,5
51,8
52,9
53,0
54,3
55,3
56,1
57,6
58,9
59,8
60,7
61,3
62,4
63,0
64,8
65,4
66,0
67,2
68,5
69,6
70,4
71,0
72,1
73,5
74,0
75,5
76,1
77,9
78,2
79,7
80,6
81,1
82,9
83,6
84,1
85,4
86,7
87,7
88,2
89,6
90,3
91,5
92,9
93,5
94,7
95,9
96,7
97,7
98,0
99,8
100,6
101,4
102,3
103,4
104,3
105,9
106,0
107,0
108,4
109,2
110,4
111,2
112,3
113,7
114,9
115,0
116,8
117,4
118,9
119,7
120,8
121,7
122,8
123,9
124,1
125,8
126,3
127,4
128,6
129,9
130,9
131,2
132,8
133,5
134,0
135,1
136,9
137,0
138,2
139,7
140,7
141,3
142,4
143,3
144,1
145,0
146,5
147,3
148,4
149,5
150,3
151,5
152,9
153,6
154,6
155,2
156,4
157,4
158,3
159,9
160,5
161,6
162,5
163,5
164,0
165,1
166,2
167,1
168,5
169,7
170,9
171,2
172,8
173,9
174,5
175,8
176,9
177,2
178,0
179,9
180,1
181,3
182,3
183,6
184,9
185,3
186,3
187,5
188,5
189,3
190,3
191,1
192,3
193,8
194,1
195,7
196,3
197,2
198,3
199,9
200,7
201,3
202,5
203,8
204,5
205,9
206,2
207,4
208,2
209,0
210,6
211,1
212,6
213,7
214,0
215,0
216,5
217,2
218,9
219,4
220,2
221,6
222,9
223,5
224,1
225,0
226,9
227,2
228,0
229,4
230,9
231,0
232,0
233,9
234,9
235,0
236,2
237,0
238,7
239,0
240,6
241,0
242,9
243,1
244,2
245,1
246,3
247,8
248,2
249,5
250,0
251,3
252,3
253,9
254,2
255,4
256,4
257,9
258,1
259,3
260,2
261,0
262,1
263,7
264,6
265,4
266,7
267,8
268,9
269,6
270,1
271,8
272,6
273,2
274,2
275,1
276,7
277,4
278,2
279,9
280,4
281,8
282,7
283,6
284,7
285,5
286,5
287,6
288,7
289,2
290,7
291,5
292,1
293,0
294,3
295,4
296,7
297,2
298,3
299,0
300,3
301,6
302,1
303,0
304,9
305,0
306,9
307,9
308,8
309,3
310,2
311,3
312,8
313,7
314,9
315,3
316,2
317,2
318,8
319,4
320,0
321,5
322,7
323,0
324,2
325,1
326,8
327,2
328,7
329,0
330,3
331,9
332,8
333,0
334,9
335,7
336,3
337,1
338,9
339,6
340,5
341,3
342,6
343,4
344,9
345,2
346,8
347,3
348,2
349,9
350,3
351,5
352,7
353,3
354,8
355,3
356,6
357,1
358,9
359,9
360,8
361,5
362,6
363,8
364,5
365,2
366,1
367,7
368,0
369,2
370,8
371,1
372,9
373,3
374,1
375,5
376,7
377,5
378,1
379,5
380,2
381,3
382,6
383,2
384,3
385,4
386,1
387,2
388,2
389,1
390,2
391,0
392,8
393,4
394,5
395,9
396,8
397,7
398,4
399,7
400,4
401,0
402,9
403,6
404,5
405,1
406,4
407,5
408,2
409,7
410,2
411,1
412,5
413,6
414,3
415,5
416,6
417,5
418,2
419,3
420,3
421,1
422,9
423,7
424,8
425,0
426,9
427,0
428,3
429,2
430,4
431,2
432,9
433,7
434,0
435,6
436,7
437,5
438,0
439,3
440,0
441,4
442,0
443,8
444,2
445,7
446,8
447,0
448,3
449,7
450,3
451,4
452,4
453,6
454,0
455,3
456,5
457,1
458,4
459,5
460,6
461,7
462,8
463,1
464,3
465,9
466,0
467,1
468,1
469,4
470,3
471,9
472,4
473,7
474,7
475,2
476,1
477,7
478,7
479,4
480,9
481,9
482,6
483,8
484,4
485,0
486,2
487,1
488,0
489,3
490,0
491,2
492,5
493,1
494,8
495,9
496,3
497,8
498,8
499,5
500,1
501,9
502,8
503,9
504,7
505,6
506,0
507,1
508,3
509,0
510,3
511,1
512,9
513,6
514,5
515,3
516,2
517,7
518,0
519,5
520,1
521,2
522,0
523,0
524,2
525,8
526,5
527,0
528,0
529,5
530,3
531,9
532,6
533,1
534,1
535,9
536,3
537,8
538,0
539,8
540,8
541,0
542,0
543,8
544,4
545,2
546,9
547,9
548,9
549,3
550,4
551,0
552,2
553,8
554,6
555,0
556,4
557,2
558,4
559,9
560,2
561,7
562,2
563,5
564,5
565,5
566,6
567,2
568,2
569,3
570,0
571,7
572,1
573,6
574,0
575,2
576,6
577,6
578,4
579,7
580,7
581,1
582,5
583,9
584,9
585,0
586,3
587,7
588,4
589,8
590,5
591,8
592,8
593,5
594,2
595,7
596,9
597,3
598,6
599,2
600,5
601,2
602,1
603,0
604,0
605,1
606,4
607,8
608,8
609,5
610,4
611,7
612,8
613,0
614,1
615,7
616,5
617,2
618,5
619,2
620,9
621,8
622,8
623,3
624,8
625,8
626,4
627,5
628,8
629,8
630,7
631,5
632,0
633,6
634,8
635,8
636,4
637,6
638,7
639,5
640,7
641,7
642,0
643,1
644,4
645,0
646,0
647,9
648,4
649,7
650,7
651,5
652,5
653,5
654,5
655,8
656,8
657,5
658,5
659,0
660,6
661,3
662,9
663,6
664,5
665,6
666,7
667,6
668,1
669,9
670,1
671,0
672,1
673,5
674,8
675,3
676,4
677,1
678,9
679,7
680,0
681,4
682,3
